,Unnamed: 0,GMLID,LocalId,Namespace,Version,NatlStationCode,Name,Municipality,EUStationCode,ActivityBegin,ActivityEnd,Latitude,Longitude,SRSName,Altitude,AltitudeUnit,AreaClassification,BelongsTo
147,147,STA-FR04333,STA-FR04333,FR.LCSQA-INERIS.AQ,2,FR04333,ARGENTEUIL Hôtel de Ville,ARGENTEUIL,FR04333,2015-01-03T00:00:00+01:00,2020-01-01T00:00:00+01:00,48.948124,2.248817,urn:ogc:def:crs:EPSG::4326,35,http://dd.eionet.europa.eu/vocabulary/uom/length/m,http://dd.eionet.europa.eu/vocabulary/aq/areaclassification/urban,FR.LCSQA-INERIS.AQ/NET-FR004A
148,148,STA-FR04342,STA-FR04342,FR.LCSQA-INERIS.AQ,1,FR04342,Quai de la Mégisserie,PARIS 1ER ARRONDISSEMENT,FR04342,2018-03-12T00:00:00+01:00,,48.85755,2.346206,urn:ogc:def:crs:EPSG::4326,33,http://dd.eionet.europa.eu/vocabulary/uom/length/m,http://dd.eionet.europa.eu/vocabulary/aq/areaclassification/urban,FR.LCSQA-INERIS.AQ/NET-FR004A
149,149,STA-FR05010,STA-FR05010,FR.LCSQA-INERIS.AQ,2,FR05010,St Romain de Colbosc,SAINT-ROMAIN-DE-COLBOSC,FR05010,1976-01-01T00:00:00+01:00,,49.528927,0.358733,urn:ogc:def:crs:EPSG::4326,117,http://dd.eionet.europa.eu/vocabulary/uom/length/m,http://dd.eionet.europa.eu/vocabulary/aq/areaclassification/suburban,FR.LCSQA-INERIS.AQ/NET-FR069A
150,150,STA-FR05037,STA-FR05037,FR.LCSQA-INERIS.AQ,2,FR05037,Caucriauville,LE HAVRE,FR05037,1976-01-01T00:00:00+01:00,,49.503906,0.175731,urn:ogc:def:crs:EPSG::4326,70,http://dd.eionet.europa.eu/vocabulary/uom/length/m,http://dd.eionet.europa.eu/vocabulary/aq/areaclassification/urban,FR.LCSQA-INERIS.AQ/NET-FR069A
151,151,STA-FR05040,STA-FR05040,FR.LCSQA-INERIS.AQ,4,FR05040,Honfleur Sce Tech.,HONFLEUR,FR05040,2021-01-01T00:00:00+01:00,,49.415108,0.2437,urn:ogc:def:crs:EPSG::4326,24,http://dd.eionet.europa.eu/vocabulary/uom/length/m,http://dd.eionet.europa.eu/vocabulary/aq/areaclassification/urban,FR.LCSQA-INERIS.AQ/NET-FR069A
152,152,STA-FR05054,STA-FR05054,FR.LCSQA-INERIS.AQ,2,FR05054,Le Havre Les Neiges,LE HAVRE,FR05054,1993-04-21T00:00:00+01:00,2018-02-03T00:00:00+01:00,49.481087,0.165289,urn:ogc:def:crs:EPSG::4326,6,http://dd.eionet.europa.eu/vocabulary/uom/length/m,http://dd.eionet.europa.eu/vocabulary/aq/areaclassification/urban,FR.LCSQA-INERIS.AQ/NET-FR069A
153,153,STA-FR05056,STA-FR05056,FR.LCSQA-INERIS.AQ,2,FR05056,Quillebeuf Phare,QUILLEBEUF-SUR-SEINE,FR05056,1991-09-19T00:00:00+01:00,,49.47372,0.526158,urn:ogc:def:crs:EPSG::4326,5,http://dd.eionet.europa.eu/vocabulary/uom/length/m,http://dd.eionet.europa.eu/vocabulary/aq/areaclassification/rural-nearcity,FR.LCSQA-INERIS.AQ/NET-FR069A
154,154,STA-FR05069,STA-FR05069,FR.LCSQA-INERIS.AQ,2,FR05069,Tancarville Mairie,TANCARVILLE,FR05069,1997-09-08T00:00:00+01:00,,49.487682,0.451756,urn:ogc:def:crs:EPSG::4326,96,http://dd.eionet.europa.eu/vocabulary/uom/length/m,http://dd.eionet.europa.eu/vocabulary/aq/areaclassification/rural-nearcity,FR.LCSQA-INERIS.AQ/NET-FR069A
155,155,STA-FR05070,STA-FR05070,FR.LCSQA-INERIS.AQ,2,FR05070,Harfleur Ecole Coty,HARFLEUR,FR05070,1998-04-15T00:00:00+01:00,,49.505,0.201694,urn:ogc:def:crs:EPSG::4326,15,http://dd.eionet.europa.eu/vocabulary/uom/length/m,http://dd.eionet.europa.eu/vocabulary/aq/areaclassification/urban,FR.LCSQA-INERIS.AQ/NET-FR069A
156,156,STA-FR05072,STA-FR05072,FR.LCSQA-INERIS.AQ,2,FR05072,Sainte Adresse,SAINTE-ADRESSE,FR05072,1997-08-21T00:00:00+01:00,,49.50386,0.084614,urn:ogc:def:crs:EPSG::4326,51,http://dd.eionet.europa.eu/vocabulary/uom/length/m,http://dd.eionet.europa.eu/vocabulary/aq/areaclassification/urban,FR.LCSQA-INERIS.AQ/NET-FR069A
157,157,STA-FR05074,STA-FR05074,FR.LCSQA-INERIS.AQ,2,FR05074,Le Havre Ec. Herriot,LE HAVRE,FR05074,1999-04-28T00:00:00+01:00,,49.48963,0.100703,urn:ogc:def:crs:EPSG::4326,5,http://dd.eionet.europa.eu/vocabulary/uom/length/m,http://dd.eionet.europa.eu/vocabulary/aq/areaclassification/urban,FR.LCSQA-INERIS.AQ/NET-FR069A
158,158,STA-FR05078,STA-FR05078,FR.LCSQA-INERIS.AQ,2,FR05078,Le Havre Massillon,LE HAVRE,FR05078,2002-02-06T00:00:00+01:00,,49.4983,0.142706,urn:ogc:def:crs:EPSG::4326,3,http://dd.eionet.europa.eu/vocabulary/uom/length/m,http://dd.eionet.europa.eu/vocabulary/aq/areaclassification/urban,FR.LCSQA-INERIS.AQ/NET-FR069A
159,159,STA-FR05079,STA-FR05079,FR.LCSQA-INERIS.AQ,1,FR05079,Montivilliers,MONTIVILLIERS,FR05079,1999-07-22T00:00:00+01:00,2015-05-01T00:00:00+01:00,49.545414,0.185369,urn:ogc:def:crs:EPSG::4326,20,http://dd.eionet.europa.eu/vocabulary/uom/length/m,http://dd.eionet.europa.eu/vocabulary/aq/areaclassification/suburban,FR.LCSQA-INERIS.AQ/NET-FR069A
160,160,STA-FR05080,STA-FR05080,FR.LCSQA-INERIS.AQ,2,FR05080,Rogerville Mairie,ROGERVILLE,FR05080,1999-12-03T00:00:00+01:00,,49.50362,0.266872,urn:ogc:def:crs:EPSG::4326,92,http://dd.eionet.europa.eu/vocabulary/uom/length/m,http://dd.eionet.europa.eu/vocabulary/aq/areaclassification/suburban,FR.LCSQA-INERIS.AQ/NET-FR069A
161,161,STA-FR05081,STA-FR05081,FR.LCSQA-INERIS.AQ,2,FR05081,La Cerlangue,LA CERLANGUE,FR05081,2001-05-11T00:00:00+01:00,,49.504036,0.411594,urn:ogc:def:crs:EPSG::4326,120,http://dd.eionet.europa.eu/vocabulary/uom/length/m,http://dd.eionet.europa.eu/vocabulary/aq/areaclassification/rural-nearcity,FR.LCSQA-INERIS.AQ/NET-FR069A
162,162,STA-FR05082,STA-FR05082,FR.LCSQA-INERIS.AQ,3,FR05082,Touques,TOUQUES,FR05082,2003-05-27T00:00:00+01:00,,49.348,0.109253,urn:ogc:def:crs:EPSG::4326,45,http://dd.eionet.europa.eu/vocabulary/uom/length/m,http://dd.eionet.europa.eu/vocabulary/aq/areaclassification/suburban,FR.LCSQA-INERIS.AQ/NET-FR069A
163,163,STA-FR05083,STA-FR05083,FR.LCSQA-INERIS.AQ,2,FR05083,Gonfreville l Orcher,GONFREVILLE-L'ORCHER,FR05083,2000-07-19T00:00:00+01:00,,49.50273,0.232486,urn:ogc:def:crs:EPSG::4326,80,http://dd.eionet.europa.eu/vocabulary/uom/length/m,http://dd.eionet.europa.eu/vocabulary/aq/areaclassification/urban,FR.LCSQA-INERIS.AQ/NET-FR069A
164,164,STA-FR05084,STA-FR05084,FR.LCSQA-INERIS.AQ,2,FR05084,NDGravenchon Pasteur,PORT-JÉRÔME-SUR-SEINE,FR05084,2003-05-22T00:00:00+01:00,,49.493332,0.571853,urn:ogc:def:crs:EPSG::4326,35,http://dd.eionet.europa.eu/vocabulary/uom/length/m,http://dd.eionet.europa.eu/vocabulary/aq/areaclassification/urban,FR.LCSQA-INERIS.AQ/NET-FR069A
165,165,STA-FR05085,STA-FR05085,FR.LCSQA-INERIS.AQ,2,FR05085,Lillebonne,LILLEBONNE,FR05085,2008-10-16T00:00:00+01:00,,49.512146,0.539036,urn:ogc:def:crs:EPSG::4326,18,http://dd.eionet.europa.eu/vocabulary/uom/length/m,http://dd.eionet.europa.eu/vocabulary/aq/areaclassification/urban,FR.LCSQA-INERIS.AQ/NET-FR069A
166,166,STA-FR05087,STA-FR05087,FR.LCSQA-INERIS.AQ,3,FR05087,Maison Parc Brotonne,NOTRE-DAME-DE-BLIQUETUIT,FR05087,2009-01-19T00:00:00+01:00,,49.498295,0.758833,urn:ogc:def:crs:EPSG::4326,10,http://dd.eionet.europa.eu/vocabulary/uom/length/m,http://dd.eionet.europa.eu/vocabulary/aq/areaclassification/rural-regional,FR.LCSQA-INERIS.AQ/NET-FR069A
167,167,STA-FR05088,STA-FR05088,FR.LCSQA-INERIS.AQ,3,FR05088,Fécamp,FÉCAMP,FR05088,2011-12-01T00:00:00+01:00,,49.75,0.4159,urn:ogc:def:crs:EPSG::4326,20,http://dd.eionet.europa.eu/vocabulary/uom/length/m,http://dd.eionet.europa.eu/vocabulary/aq/areaclassification/suburban,FR.LCSQA-INERIS.AQ/NET-FR069A
168,168,STA-FR05089,STA-FR05089,FR.LCSQA-INERIS.AQ,2,FR05089,Le Havre Lafaurie-montant,LE HAVRE,FR05089,2013-02-01T00:00:00+01:00,,49.500187,0.110903,urn:ogc:def:crs:EPSG::4326,60,http://dd.eionet.europa.eu/vocabulary/uom/length/m,http://dd.eionet.europa.eu/vocabulary/aq/areaclassification/urban,FR.LCSQA-INERIS.AQ/NET-FR069A
169,169,STA-FR05090,STA-FR05090,FR.LCSQA-INERIS.AQ,2,FR05090,Le Havre ville-haute,LE HAVRE,FR05090,2015-01-15T00:00:00+01:00,,49.514687,0.100645,urn:ogc:def:crs:EPSG::4326,92,http://dd.eionet.europa.eu/vocabulary/uom/length/m,http://dd.eionet.europa.eu/vocabulary/aq/areaclassification/urban,FR.LCSQA-INERIS.AQ/NET-FR069A
170,170,STA-FR05100,STA-FR05100,FR.LCSQA-INERIS.AQ,1,FR05100,Le Havre Lafaurie-descendant,LE HAVRE,FR05100,2011-07-05T00:00:00+01:00,2013-07-02T00:00:00+01:00,49.4994,0.108361,urn:ogc:def:crs:EPSG::4326,50,http://dd.eionet.europa.eu/vocabulary/uom/length/m,http://dd.eionet.europa.eu/vocabulary/aq/areaclassification/urban,FR.LCSQA-INERIS.AQ/NET-FR069A
171,171,STA-FR05500,STA-FR05500,FR.LCSQA-INERIS.AQ,2,FR05500,Gonfreville l Orcher Côte Blanche,GONFREVILLE-L'ORCHER,FR05500,2007-01-05T00:00:00+01:00,,49.4989,0.2296,urn:ogc:def:crs:EPSG::4326,5,http://dd.eionet.europa.eu/vocabulary/uom/length/m,http://dd.eionet.europa.eu/vocabulary/aq/areaclassification/urban,FR.LCSQA-INERIS.AQ/NET-FR069A
172,172,STA-FR05501,STA-FR05501,FR.LCSQA-INERIS.AQ,2,FR05501,Gonfreville Pissotière à Madame,ROGERVILLE,FR05501,2007-01-05T00:00:00+01:00,,49.4975,0.2531,urn:ogc:def:crs:EPSG::4326,6,http://dd.eionet.europa.eu/vocabulary/uom/length/m,http://dd.eionet.europa.eu/vocabulary/aq/areaclassification/urban,FR.LCSQA-INERIS.AQ/NET-FR069A
173,173,STA-FR05502,STA-FR05502,FR.LCSQA-INERIS.AQ,2,FR05502,Quillebeuf sur Seine rue Féret,QUILLEBEUF-SUR-SEINE,FR05502,2008-01-02T00:00:00+01:00,,49.4675,0.531,urn:ogc:def:crs:EPSG::4326,20,http://dd.eionet.europa.eu/vocabulary/uom/length/m,http://dd.eionet.europa.eu/vocabulary/aq/areaclassification/rural-nearcity,FR.LCSQA-INERIS.AQ/NET-FR069A
174,174,STA-FR05503,STA-FR05503,FR.LCSQA-INERIS.AQ,2,FR05503,Notre Dame de Gravenchon Prevert,PORT-JÉRÔME-SUR-SEINE,FR05503,2008-01-02T00:00:00+01:00,,49.4811,0.574611,urn:ogc:def:crs:EPSG::4326,9,http://dd.eionet.europa.eu/vocabulary/uom/length/m,http://dd.eionet.europa.eu/vocabulary/aq/areaclassification/urban,FR.LCSQA-INERIS.AQ/NET-FR069A
175,175,STA-FR05504,STA-FR05504,FR.LCSQA-INERIS.AQ,1,FR05504,Le Havre Pasteur,LE HAVRE,FR05504,2018-02-08T00:00:00+01:00,2019-12-20T00:00:00+01:00,49.5032,0.1301,urn:ogc:def:crs:EPSG::4326,70,http://dd.eionet.europa.eu/vocabulary/uom/length/m,http://dd.eionet.europa.eu/vocabulary/aq/areaclassification/urban,FR.LCSQA-INERIS.AQ/NET-FR069A
176,176,STA-FR06001,STA-FR06001,FR.LCSQA-INERIS.AQ,2,FR06001,Valenciennes Acacias,VALENCIENNES,FR06001,1998-04-05T00:00:00+01:00,,50.35853,3.50804,urn:ogc:def:crs:EPSG::4326,43,http://dd.eionet.europa.eu/vocabulary/uom/length/m,http://dd.eionet.europa.eu/vocabulary/aq/areaclassification/urban,FR.LCSQA-INERIS.AQ/NET-FR074A
177,177,STA-FR06003,STA-FR06003,FR.LCSQA-INERIS.AQ,2,FR06003,Douai Theuriet,DOUAI,FR06003,1998-07-17T00:00:00+01:00,,50.37822,3.06586,urn:ogc:def:crs:EPSG::4326,28,http://dd.eionet.europa.eu/vocabulary/uom/length/m,http://dd.eionet.europa.eu/vocabulary/aq/areaclassification/urban,FR.LCSQA-INERIS.AQ/NET-FR074A
178,178,STA-FR06006,STA-FR06006,FR.LCSQA-INERIS.AQ,2,FR06006,Valenciennes Wallon,VALENCIENNES,FR06006,1999-08-31T00:00:00+01:00,,50.36425,3.52273,urn:ogc:def:crs:EPSG::4326,21,http://dd.eionet.europa.eu/vocabulary/uom/length/m,http://dd.eionet.europa.eu/vocabulary/aq/areaclassification/urban,FR.LCSQA-INERIS.AQ/NET-FR074A
179,179,STA-FR06007,STA-FR06007,FR.LCSQA-INERIS.AQ,2,FR06007,Maubeuge Joyeuse,MAUBEUGE,FR06007,1999-07-29T00:00:00+01:00,,50.27936,3.97691,urn:ogc:def:crs:EPSG::4326,133,http://dd.eionet.europa.eu/vocabulary/uom/length/m,http://dd.eionet.europa.eu/vocabulary/aq/areaclassification/urban,FR.LCSQA-INERIS.AQ/NET-FR074A
180,180,STA-FR06009,STA-FR06009,FR.LCSQA-INERIS.AQ,2,FR06009,Cambrai Gambetta,CAMBRAI,FR06009,1999-12-09T00:00:00+01:00,2018-12-15T00:00:00+01:00,50.17249,3.23606,urn:ogc:def:crs:EPSG::4326,59,http://dd.eionet.europa.eu/vocabulary/uom/length/m,http://dd.eionet.europa.eu/vocabulary/aq/areaclassification/urban,FR.LCSQA-INERIS.AQ/NET-FR074A
181,181,STA-FR06011,STA-FR06011,FR.LCSQA-INERIS.AQ,2,FR06011,Denain Villars,DENAIN,FR06011,2000-03-20T00:00:00+01:00,,50.32276,3.39593,urn:ogc:def:crs:EPSG::4326,31,http://dd.eionet.europa.eu/vocabulary/uom/length/m,http://dd.eionet.europa.eu/vocabulary/aq/areaclassification/suburban,FR.LCSQA-INERIS.AQ/NET-FR074A
182,182,STA-FR06022,STA-FR06022,FR.LCSQA-INERIS.AQ,1,FR06022,Station SNET,HORNAING,FR06022,2009-01-06T00:00:00+01:00,2016-02-11T00:00:00+01:00,50.36641,3.33942,urn:ogc:def:crs:EPSG::4326,22,http://dd.eionet.europa.eu/vocabulary/uom/length/m,http://dd.eionet.europa.eu/vocabulary/aq/areaclassification/suburban,FR.LCSQA-INERIS.AQ/NET-FR074A
183,183,STA-FR06023,STA-FR06023,FR.LCSQA-INERIS.AQ,2,FR06023,Escautpont,ESCAUTPONT,FR06023,2009-01-01T00:00:00+01:00,2017-08-24T00:00:00+01:00,50.420288,3.551811,urn:ogc:def:crs:EPSG::4326,25,http://dd.eionet.europa.eu/vocabulary/uom/length/m,http://dd.eionet.europa.eu/vocabulary/aq/areaclassification/suburban,FR.LCSQA-INERIS.AQ/NET-FR074A
184,184,STA-FR06133,STA-FR06133,FR.LCSQA-INERIS.AQ,2,FR06133,Cartignies,CARTIGNIES,FR06133,2011-07-07T00:00:00+01:00,,50.09225,3.85003,urn:ogc:def:crs:EPSG::4326,151,http://dd.eionet.europa.eu/vocabulary/uom/length/m,http://dd.eionet.europa.eu/vocabulary/aq/areaclassification/rural-nearcity,FR.LCSQA-INERIS.AQ/NET-FR074A
185,185,STA-FR06134,STA-FR06134,FR.LCSQA-INERIS.AQ,2,FR06134,Saint Amand,SAINT-AMAND-LES-EAUX,FR06134,2011-07-27T00:00:00+01:00,,50.45647,3.42794,urn:ogc:def:crs:EPSG::4326,22,http://dd.eionet.europa.eu/vocabulary/uom/length/m,http://dd.eionet.europa.eu/vocabulary/aq/areaclassification/suburban,FR.LCSQA-INERIS.AQ/NET-FR074A
186,186,STA-FR07001,STA-FR07001,FR.LCSQA-INERIS.AQ,2,FR07001,Royat,ROYAT,FR07001,1992-06-30T00:00:00+01:00,2018-01-05T00:00:00+01:00,45.764668,3.047194,urn:ogc:def:crs:EPSG::4326,520,http://dd.eionet.europa.eu/vocabulary/uom/length/m,http://dd.eionet.europa.eu/vocabulary/aq/areaclassification/suburban,FR.LCSQA-INERIS.AQ/NET-FR071A
187,187,STA-FR07004,STA-FR07004,FR.LCSQA-INERIS.AQ,3,FR07004,Montferrand,CLERMONT-FERRAND,FR07004,1993-02-06T00:00:00+01:00,,45.79728,3.113833,urn:ogc:def:crs:EPSG::4326,340,http://dd.eionet.europa.eu/vocabulary/uom/length/m,http://dd.eionet.europa.eu/vocabulary/aq/areaclassification/urban,FR.LCSQA-INERIS.AQ/NET-FR071A
188,188,STA-FR07008,STA-FR07008,FR.LCSQA-INERIS.AQ,1,FR07008,Delille,CLERMONT-FERRAND,FR07008,1998-01-01T00:00:00+01:00,2013-06-14T00:00:00+01:00,45.78089,3.094583,urn:ogc:def:crs:EPSG::4326,370,http://dd.eionet.europa.eu/vocabulary/uom/length/m,http://dd.eionet.europa.eu/vocabulary/aq/areaclassification/urban,FR.LCSQA-INERIS.AQ/NET-FR071A
189,189,STA-FR07009,STA-FR07009,FR.LCSQA-INERIS.AQ,2,FR07009,Jardin Lecoq,CLERMONT-FERRAND,FR07009,2003-01-02T00:00:00+01:00,,45.772167,3.0875,urn:ogc:def:crs:EPSG::4326,390,http://dd.eionet.europa.eu/vocabulary/uom/length/m,http://dd.eionet.europa.eu/vocabulary/aq/areaclassification/urban,FR.LCSQA-INERIS.AQ/NET-FR071A
190,190,STA-FR07010,STA-FR07010,FR.LCSQA-INERIS.AQ,1,FR07010,Montlucon Centre,MONTLUCON,FR07010,1991-08-01T00:00:00+01:00,2016-12-16T00:00:00+01:00,46.344,2.598,urn:ogc:def:crs:EPSG::4326,205,http://dd.eionet.europa.eu/vocabulary/uom/length/m,http://dd.eionet.europa.eu/vocabulary/aq/areaclassification/urban,FR.LCSQA-INERIS.AQ/NET-FR071A
191,191,STA-FR07011,STA-FR07011,FR.LCSQA-INERIS.AQ,1,FR07011,Aurillac Centre,AURILLAC,FR07011,1991-11-01T00:00:00+01:00,2015-12-30T00:00:00+01:00,44.923164,2.436778,urn:ogc:def:crs:EPSG::4326,640,http://dd.eionet.europa.eu/vocabulary/uom/length/m,http://dd.eionet.europa.eu/vocabulary/aq/areaclassification/urban,FR.LCSQA-INERIS.AQ/NET-FR071A
192,192,STA-FR07012,STA-FR07012,FR.LCSQA-INERIS.AQ,1,FR07012,Le Puy Centre,LE PUY-EN-VELAY,FR07012,1998-11-01T00:00:00+01:00,2015-12-31T00:00:00+01:00,45.045002,3.883001,urn:ogc:def:crs:EPSG::4326,645,http://dd.eionet.europa.eu/vocabulary/uom/length/m,http://dd.eionet.europa.eu/vocabulary/aq/areaclassification/urban,FR.LCSQA-INERIS.AQ/NET-FR071A
193,193,STA-FR07013,STA-FR07013,FR.LCSQA-INERIS.AQ,2,FR07013,Montlucon Chateau,MONTLUÇON,FR07013,1999-08-30T00:00:00+01:00,2017-04-04T00:00:00+01:00,46.34,2.605,urn:ogc:def:crs:EPSG::4326,215,http://dd.eionet.europa.eu/vocabulary/uom/length/m,http://dd.eionet.europa.eu/vocabulary/aq/areaclassification/urban,FR.LCSQA-INERIS.AQ/NET-FR071A
194,194,STA-FR07014,STA-FR07014,FR.LCSQA-INERIS.AQ,1,FR07014,Aurillac Aerodrome,AURILLAC,FR07014,1992-04-01T00:00:00+01:00,2015-12-30T00:00:00+01:00,44.898335,2.420194,urn:ogc:def:crs:EPSG::4326,640,http://dd.eionet.europa.eu/vocabulary/uom/length/m,http://dd.eionet.europa.eu/vocabulary/aq/areaclassification/suburban,FR.LCSQA-INERIS.AQ/NET-FR071A
195,195,STA-FR07016,STA-FR07016,FR.LCSQA-INERIS.AQ,2,FR07016,Montlucon Hippodrome,MONTLUÇON,FR07016,1994-07-01T00:00:00+01:00,2017-01-03T00:00:00+01:00,46.324,2.601,urn:ogc:def:crs:EPSG::4326,205,http://dd.eionet.europa.eu/vocabulary/uom/length/m,http://dd.eionet.europa.eu/vocabulary/aq/areaclassification/suburban,FR.LCSQA-INERIS.AQ/NET-FR071A
196,196,STA-FR07017,STA-FR07017,FR.LCSQA-INERIS.AQ,1,FR07017,Aurillac Mairie,AURILLAC,FR07017,1997-02-14T00:00:00+01:00,2016-01-06T00:00:00+01:00,44.93133,2.445168,urn:ogc:def:crs:EPSG::4326,640,http://dd.eionet.europa.eu/vocabulary/uom/length/m,http://dd.eionet.europa.eu/vocabulary/aq/areaclassification/urban,FR.LCSQA-INERIS.AQ/NET-FR071A
197,197,STA-FR07018,STA-FR07018,FR.LCSQA-INERIS.AQ,1,FR07018,Vals pres le Puy,VALS-PRES-LE-PUY,FR07018,1997-07-01T00:00:00+01:00,2016-01-06T00:00:00+01:00,45.030003,3.876,urn:ogc:def:crs:EPSG::4326,650,http://dd.eionet.europa.eu/vocabulary/uom/length/m,http://dd.eionet.europa.eu/vocabulary/aq/areaclassification/suburban,FR.LCSQA-INERIS.AQ/NET-FR071A
198,198,STA-FR07020,STA-FR07020,FR.LCSQA-INERIS.AQ,2,FR07020,Busset,BUSSET,FR07020,2001-06-12T00:00:00+01:00,2018-12-30T00:00:00+01:00,46.06028,3.515139,urn:ogc:def:crs:EPSG::4326,495,http://dd.eionet.europa.eu/vocabulary/uom/length/m,http://dd.eionet.europa.eu/vocabulary/aq/areaclassification/rural-regional,FR.LCSQA-INERIS.AQ/NET-FR071A
199,199,STA-FR07022,STA-FR07022,FR.LCSQA-INERIS.AQ,3,FR07022,Paray le Fresil,PARAY-LE-FRÉSIL,FR07022,2002-05-30T00:00:00+01:00,,46.652668,3.600667,urn:ogc:def:crs:EPSG::4326,235,http://dd.eionet.europa.eu/vocabulary/uom/length/m,http://dd.eionet.europa.eu/vocabulary/aq/areaclassification/rural-regional,FR.LCSQA-INERIS.AQ/NET-FR071A
200,200,STA-FR07023,STA-FR07023,FR.LCSQA-INERIS.AQ,1,FR07023,Besse et St Anastais,BESSE-ET-SAINT-ANASTAISE,FR07023,2003-07-08T00:00:00+01:00,2013-12-14T00:00:00+01:00,45.51039,2.930361,urn:ogc:def:crs:EPSG::4326,1050,http://dd.eionet.europa.eu/vocabulary/uom/length/m,http://dd.eionet.europa.eu/vocabulary/aq/areaclassification/rural-regional,FR.LCSQA-INERIS.AQ/NET-FR071A
201,201,STA-FR07028,STA-FR07028,FR.LCSQA-INERIS.AQ,3,FR07028,Les Ancizes,LES ANCIZES-COMPS,FR07028,2003-11-15T00:00:00+01:00,,45.929333,2.829806,urn:ogc:def:crs:EPSG::4326,720,http://dd.eionet.europa.eu/vocabulary/uom/length/m,http://dd.eionet.europa.eu/vocabulary/aq/areaclassification/suburban,FR.LCSQA-INERIS.AQ/NET-FR071A
202,202,STA-FR07029,STA-FR07029,FR.LCSQA-INERIS.AQ,2,FR07029,Sembadel,SEMBADEL,FR07029,2004-07-09T00:00:00+01:00,2017-01-02T00:00:00+01:00,45.274727,3.687917,urn:ogc:def:crs:EPSG::4326,1060,http://dd.eionet.europa.eu/vocabulary/uom/length/m,http://dd.eionet.europa.eu/vocabulary/aq/areaclassification/rural-regional,FR.LCSQA-INERIS.AQ/NET-FR071A
203,203,STA-FR07031,STA-FR07031,FR.LCSQA-INERIS.AQ,4,FR07031,Rageade,RAGEADE,FR07031,2004-04-02T00:00:00+01:00,,45.10472,3.277361,urn:ogc:def:crs:EPSG::4326,1040,http://dd.eionet.europa.eu/vocabulary/uom/length/m,http://dd.eionet.europa.eu/vocabulary/aq/areaclassification/rural-regional,FR.LCSQA-INERIS.AQ/NET-FR071A
204,204,STA-FR07032,STA-FR07032,FR.LCSQA-INERIS.AQ,2,FR07032,Riom,RIOM,FR07032,2004-09-15T00:00:00+01:00,2019-01-03T00:00:00+01:00,45.894196,3.115056,urn:ogc:def:crs:EPSG::4326,350,http://dd.eionet.europa.eu/vocabulary/uom/length/m,http://dd.eionet.europa.eu/vocabulary/aq/areaclassification/urban,FR.LCSQA-INERIS.AQ/NET-FR071A
205,205,STA-FR07034,STA-FR07034,FR.LCSQA-INERIS.AQ,2,FR07034,Clermont-Esplanade Gare,CLERMONT-FERRAND,FR07034,2005-05-07T00:00:00+01:00,,45.775696,3.09625,urn:ogc:def:crs:EPSG::4326,360,http://dd.eionet.europa.eu/vocabulary/uom/length/m,http://dd.eionet.europa.eu/vocabulary/aq/areaclassification/urban,FR.LCSQA-INERIS.AQ/NET-FR071A
206,206,STA-FR07038,STA-FR07038,FR.LCSQA-INERIS.AQ,1,FR07038,Issoire Associations,ISSOIRE,FR07038,2007-09-18T00:00:00+01:00,2013-06-27T00:00:00+01:00,45.544533,3.248278,urn:ogc:def:crs:EPSG::4326,405,http://dd.eionet.europa.eu/vocabulary/uom/length/m,http://dd.eionet.europa.eu/vocabulary/aq/areaclassification/urban,FR.LCSQA-INERIS.AQ/NET-FR071A
207,207,STA-FR07039,STA-FR07039,FR.LCSQA-INERIS.AQ,2,FR07039,Chamalières Europe,CHAMALIÈRES,FR07039,2009-03-05T00:00:00+01:00,,45.774727,3.062978,urn:ogc:def:crs:EPSG::4326,412,http://dd.eionet.europa.eu/vocabulary/uom/length/m,http://dd.eionet.europa.eu/vocabulary/aq/areaclassification/urban,FR.LCSQA-INERIS.AQ/NET-FR071A
208,208,STA-FR07043,STA-FR07043,FR.LCSQA-INERIS.AQ,1,FR07043,Le Puy Coiffier,LE PUY-EN-VELAY,FR07043,2012-03-02T00:00:00+01:00,2015-01-16T00:00:00+01:00,45.04286,3.888806,urn:ogc:def:crs:EPSG::4326,628,http://dd.eionet.europa.eu/vocabulary/uom/length/m,http://dd.eionet.europa.eu/vocabulary/aq/areaclassification/urban,FR.LCSQA-INERIS.AQ/NET-FR071A
209,209,STA-FR07045,STA-FR07045,FR.LCSQA-INERIS.AQ,2,FR07045,Issoire Ecole Centre,ISSOIRE,FR07045,2013-06-26T00:00:00+01:00,2017-12-21T00:00:00+01:00,45.54542,3.248247,urn:ogc:def:crs:EPSG::4326,390,http://dd.eionet.europa.eu/vocabulary/uom/length/m,http://dd.eionet.europa.eu/vocabulary/aq/areaclassification/urban,FR.LCSQA-INERIS.AQ/NET-FR071A
210,210,STA-FR07047,STA-FR07047,FR.LCSQA-INERIS.AQ,1,FR07047,Bessay-sur-Allier,BESSAY-SUR-ALLIER,FR07047,2013-12-18T00:00:00+01:00,2015-01-07T00:00:00+01:00,46.4409,3.361061,urn:ogc:def:crs:EPSG::4326,211,http://dd.eionet.europa.eu/vocabulary/uom/length/m,http://dd.eionet.europa.eu/vocabulary/aq/areaclassification/suburban,FR.LCSQA-INERIS.AQ/NET-FR071A
